ihp_cluster,hsv_0,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_17,hsv_18,hsv_19,hsv_20,hsv_21,hsv_22,hsv_23,hsv_24,hsv_25,hsv_26,hsv_27,hsv_28,hsv_29,hsv_30,hsv_31,hsv_32,hsv_33,hsv_34,hsv_35,hsv_36,hsv_37,hsv_38,hsv_39,hsv_40,hsv_41,hsv_42,hsv_43,hsv_44,hsv_45,hsv_46,hsv_47,hsv_48,hsv_49,hsv_50,hsv_51,hsv_52,hsv_53,hsv_54,hsv_55,hsv_56,hsv_57,hsv_58,hsv_59,hsv_60,hsv_61,hsv_62,hsv_63,hsv_64,hsv_65,hsv_66,hsv_67,hsv_68,hsv_69,hsv_70,hsv_71,hsv_72,hsv_73,hsv_74,hsv_75,hsv_76,hsv_77,hsv_78,hsv_79,hsv_80,hsv_81,hsv_82,hsv_83,hsv_84,hsv_85,hsv_86,hsv_87,hsv_88,hsv_89,hsv_90,hsv_91,hsv_92,hsv_93,hsv_94,hsv_95,hsv_96
166,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
167,1.0,2.0,6.0,20.0,5.0,7.0,3.0,2.0,10.0,3.0,24.0,9.0,6.0,5.0,2.0,3.0,18.0,10.0,4.0,0.0,6.0,7.0,6.0,6.0,1.0,5.0,40.0,9.0,8.0,2.0,11.0,6.0,6.0,12.0,3.0,9.0,2.0,16.0,0.0,1.0,0.0,7.0,8.0,18.0,7.0,0.0,0.0,6.0,6.0,2.0,4.0,1.0,5.0,6.0,2.0,0.0,3.0,8.0,8.0,13.0,5.0,10.0,2.0,14.0,1.0,4.0,7.0,11.0,0.0,1.0,4.0,0.0,6.0,0.0,9.0,13.0,11.0,1.0,10.0,1.0,7.0,3.0,5.0,14.0,10.0,2.0,2.0,7.0,12.0,8.0,2.0,2.0,8.0,2.0,6.0,3.0,0.0
168,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
172,25.0,6.0,33.0,46.0,15.0,15.0,6.0,4.0,21.0,5.0,42.0,12.0,28.0,13.0,13.0,4.0,13.0,8.0,14.0,14.0,33.0,29.0,15.0,20.0,12.0,41.0,41.0,20.0,8.0,15.0,5.0,9.0,6.0,21.0,54.0,27.0,19.0,10.0,3.0,8.0,11.0,17.0,15.0,14.0,25.0,25.0,11.0,4.0,10.0,9.0,12.0,11.0,33.0,20.0,6.0,5.0,10.0,9.0,32.0,20.0,5.0,10.0,23.0,30.0,4.0,0.0,29.0,8.0,2.0,12.0,13.0,3.0,3.0,13.0,9.0,23.0,14.0,13.0,32.0,10.0,22.0,5.0,4.0,37.0,34.0,18.0,17.0,46.0,19.0,37.0,5.0,20.0,11.0,11.0,27.0,13.0,0.0
173,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
174,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,12.0,4.0,15.0,29.0,7.0,29.0,4.0,3.0,10.0,4.0,41.0,13.0,9.0,8.0,4.0,15.0,31.0,9.0,13.0,4.0,9.0,11.0,12.0,8.0,5.0,12.0,27.0,11.0,8.0,5.0,5.0,4.0,23.0,14.0,11.0,24.0,6.0,15.0,3.0,4.0,3.0,14.0,17.0,23.0,6.0,7.0,6.0,3.0,20.0,6.0,7.0,6.0,10.0,17.0,0.0,5.0,4.0,14.0,13.0,9.0,7.0,11.0,9.0,14.0,2.0,0.0,15.0,2.0,6.0,5.0,10.0,1.0,13.0,5.0,5.0,28.0,16.0,0.0,17.0,5.0,8.0,3.0,4.0,22.0,19.0,6.0,10.0,12.0,22.0,14.0,4.0,3.0,7.0,4.0,11.0,9.0,0.0
176,1.0,2.0,6.0,17.0,1.0,6.0,0.0,2.0,5.0,6.0,20.0,3.0,6.0,3.0,1.0,4.0,9.0,0.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,10.0,24.0,10.0,2.0,2.0,5.0,0.0,4.0,3.0,3.0,8.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,7.0,6.0,1.0,0.0,3.0,5.0,6.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,4.0,6.0,3.0,7.0,2.0,1.0,3.0,10.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,21.0,5.0,2.0,11.0,0.0,5.0,0.0,2.0,10.0,7.0,6.0,4.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0
177,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
178,17.0,10.0,28.0,42.0,15.0,40.0,9.0,14.0,13.0,13.0,69.0,13.0,17.0,18.0,8.0,25.0,23.0,18.0,24.0,10.0,25.0,19.0,18.0,19.0,5.0,26.0,30.0,31.0,4.0,8.0,5.0,1.0,6.0,33.0,36.0,30.0,14.0,18.0,4.0,9.0,15.0,14.0,15.0,31.0,18.0,18.0,10.0,9.0,23.0,9.0,13.0,16.0,34.0,14.0,8.0,9.0,18.0,19.0,27.0,16.0,2.0,13.0,19.0,29.0,4.0,18.0,23.0,13.0,6.0,19.0,19.0,7.0,8.0,12.0,12.0,25.0,17.0,8.0,36.0,5.0,22.0,9.0,9.0,28.0,37.0,11.0,22.0,26.0,23.0,17.0,3.0,23.0,13.0,15.0,16.0,9.0,0.0
179,11.0,12.0,22.0,63.0,11.0,45.0,3.0,4.0,22.0,12.0,84.0,15.0,18.0,8.0,6.0,12.0,22.0,21.0,23.0,8.0,14.0,9.0,16.0,15.0,4.0,29.0,74.0,20.0,10.0,9.0,16.0,2.0,12.0,36.0,24.0,20.0,7.0,19.0,8.0,3.0,4.0,25.0,20.0,31.0,20.0,9.0,11.0,15.0,15.0,24.0,9.0,16.0,11.0,15.0,4.0,6.0,19.0,27.0,19.0,10.0,12.0,18.0,10.0,31.0,4.0,6.0,6.0,33.0,6.0,21.0,24.0,3.0,17.0,11.0,6.0,30.0,25.0,2.0,39.0,2.0,26.0,4.0,13.0,48.0,34.0,16.0,14.0,22.0,21.0,6.0,9.0,7.0,14.0,12.0,11.0,6.0,0.0
180,1.0,0.0,2.0,8.0,1.0,5.0,1.0,2.0,6.0,3.0,7.0,3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,4.0,13.0,4.0,1.0,1.0,6.0,2.0,2.0,5.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,7.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0,8.0,1.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,5.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,9.0,1.0,6.0,2.0,6.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0
181,22.0,27.0,29.0,85.0,22.0,63.0,11.0,21.0,29.0,39.0,172.0,42.0,14.0,13.0,9.0,34.0,60.0,19.0,45.0,15.0,19.0,45.0,41.0,23.0,7.0,51.0,311.0,28.0,13.0,16.0,79.0,9.0,57.0,41.0,28.0,19.0,13.0,33.0,12.0,8.0,8.0,39.0,55.0,99.0,25.0,19.0,10.0,33.0,34.0,40.0,21.0,11.0,25.0,21.0,8.0,7.0,11.0,36.0,44.0,27.0,24.0,59.0,26.0,80.0,6.0,2.0,24.0,55.0,19.0,13.0,59.0,12.0,33.0,21.0,17.0,73.0,50.0,8.0,46.0,6.0,45.0,7.0,61.0,108.0,47.0,21.0,9.0,41.0,60.0,28.0,11.0,37.0,11.0,12.0,41.0,10.0,0.0
182,0.0,1.0,2.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
183,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,7.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,8.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,9.0,2.0,2.0,0.0,2.0,4.0,7.0,1.0,2.0,5.0,5.0,4.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0
184,1.0,3.0,7.0,18.0,1.0,8.0,4.0,4.0,1.0,1.0,19.0,2.0,3.0,1.0,2.0,11.0,19.0,5.0,7.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,12.0,11.0,10.0,0.0,0.0,1.0,4.0,9.0,1.0,11.0,1.0,18.0,0.0,0.0,0.0,3.0,2.0,12.0,13.0,4.0,1.0,3.0,0.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,5.0,1.0,1.0,3.0,3.0,12.0,0.0,2.0,1.0,10.0,0.0,10.0,5.0,1.0,3.0,0.0,1.0,10.0,9.0,1.0,5.0,0.0,6.0,5.0,1.0,10.0,5.0,1.0,3.0,5.0,12.0,7.0,3.0,2.0,7.0,1.0,4.0,4.0,0.0
185,0.0,2.0,2.0,10.0,5.0,7.0,0.0,2.0,2.0,4.0,18.0,4.0,4.0,1.0,1.0,6.0,10.0,5.0,6.0,5.0,2.0,3.0,6.0,6.0,1.0,2.0,15.0,3.0,3.0,1.0,0.0,0.0,2.0,11.0,0.0,2.0,5.0,8.0,0.0,0.0,2.0,4.0,4.0,9.0,3.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,4.0,1.0,8.0,14.0,3.0,8.0,1.0,0.0,1.0,1.0,4.0,6.0,4.0,1.0,2.0,0.0,4.0,18.0,8.0,1.0,4.0,0.0,2.0,5.0,3.0,9.0,5.0,2.0,0.0,6.0,9.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0
186,18.0,8.0,24.0,20.0,6.0,20.0,3.0,8.0,12.0,8.0,45.0,3.0,16.0,11.0,4.0,7.0,13.0,8.0,16.0,9.0,16.0,26.0,10.0,16.0,5.0,15.0,52.0,11.0,8.0,10.0,9.0,4.0,8.0,23.0,28.0,23.0,7.0,8.0,4.0,5.0,9.0,8.0,15.0,21.0,14.0,14.0,5.0,11.0,18.0,7.0,4.0,3.0,22.0,9.0,3.0,4.0,4.0,8.0,31.0,12.0,7.0,18.0,13.0,19.0,2.0,1.0,19.0,13.0,6.0,3.0,14.0,3.0,2.0,6.0,5.0,13.0,8.0,4.0,16.0,2.0,10.0,7.0,14.0,31.0,28.0,17.0,9.0,38.0,16.0,17.0,6.0,7.0,16.0,6.0,15.0,13.0,0.0
187,9.0,2.0,15.0,14.0,2.0,14.0,4.0,2.0,7.0,0.0,19.0,1.0,5.0,9.0,6.0,4.0,20.0,4.0,5.0,5.0,5.0,9.0,7.0,6.0,0.0,8.0,9.0,13.0,4.0,6.0,5.0,5.0,8.0,6.0,18.0,8.0,6.0,4.0,3.0,4.0,0.0,3.0,6.0,9.0,8.0,3.0,2.0,3.0,7.0,2.0,2.0,6.0,6.0,6.0,3.0,3.0,8.0,5.0,12.0,8.0,3.0,7.0,12.0,7.0,4.0,2.0,10.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,7.0,9.0,1.0,4.0,2.0,3.0,0.0,4.0,9.0,14.0,7.0,6.0,16.0,11.0,10.0,4.0,4.0,7.0,4.0,8.0,3.0,0.0
188,9.0,3.0,6.0,23.0,6.0,14.0,3.0,6.0,1.0,2.0,28.0,3.0,6.0,2.0,3.0,4.0,4.0,5.0,12.0,2.0,4.0,3.0,6.0,1.0,3.0,12.0,28.0,10.0,2.0,5.0,5.0,3.0,9.0,8.0,12.0,13.0,3.0,5.0,4.0,4.0,4.0,1.0,16.0,14.0,6.0,9.0,6.0,2.0,12.0,3.0,4.0,6.0,8.0,6.0,3.0,8.0,3.0,8.0,16.0,7.0,5.0,10.0,10.0,11.0,2.0,1.0,8.0,4.0,0.0,7.0,3.0,1.0,8.0,1.0,5.0,13.0,6.0,2.0,11.0,1.0,8.0,3.0,2.0,13.0,9.0,8.0,7.0,13.0,13.0,9.0,2.0,3.0,2.0,4.0,6.0,6.0,0.0
189,23.0,9.0,33.0,58.0,9.0,27.0,11.0,11.0,20.0,13.0,61.0,16.0,23.0,28.0,11.0,11.0,23.0,17.0,9.0,9.0,43.0,33.0,17.0,16.0,3.0,39.0,70.0,22.0,7.0,12.0,12.0,8.0,11.0,35.0,51.0,27.0,17.0,10.0,6.0,9.0,16.0,15.0,20.0,38.0,23.0,26.0,9.0,11.0,30.0,10.0,7.0,10.0,43.0,21.0,10.0,17.0,15.0,31.0,46.0,15.0,3.0,12.0,20.0,25.0,8.0,10.0,45.0,12.0,8.0,15.0,18.0,2.0,11.0,9.0,13.0,39.0,24.0,12.0,29.0,6.0,21.0,9.0,10.0,23.0,45.0,19.0,23.0,47.0,47.0,37.0,8.0,16.0,19.0,20.0,30.0,12.0,0.0
190,16.0,14.0,30.0,93.0,15.0,96.0,13.0,13.0,24.0,22.0,184.0,44.0,27.0,8.0,8.0,51.0,88.0,41.0,56.0,16.0,22.0,21.0,41.0,23.0,8.0,43.0,154.0,36.0,19.0,13.0,63.0,4.0,58.0,53.0,29.0,51.0,10.0,40.0,15.0,5.0,10.0,39.0,30.0,95.0,42.0,8.0,19.0,34.0,45.0,30.0,15.0,10.0,26.0,25.0,2.0,5.0,9.0,28.0,32.0,26.0,24.0,53.0,13.0,64.0,6.0,7.0,28.0,23.0,6.0,13.0,46.0,11.0,35.0,11.0,23.0,58.0,83.0,7.0,39.0,4.0,47.0,18.0,38.0,108.0,46.0,11.0,14.0,34.0,64.0,15.0,11.0,22.0,16.0,12.0,24.0,13.0,0.0
191,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
192,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,7.0,7.0,6.0,13.0,1.0,5.0,1.0,3.0,8.0,4.0,20.0,5.0,6.0,6.0,1.0,5.0,3.0,4.0,4.0,4.0,6.0,14.0,4.0,1.0,1.0,10.0,8.0,5.0,3.0,2.0,1.0,0.0,7.0,8.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,5.0,4.0,7.0,1.0,2.0,6.0,1.0,4.0,5.0,4.0,4.0,2.0,0.0,3.0,8.0,4.0,3.0,5.0,4.0,4.0,15.0,4.0,3.0,9.0,0.0,2.0,0.0,3.0,0.0,7.0,1.0,1.0,10.0,8.0,3.0,4.0,0.0,0.0,5.0,0.0,9.0,11.0,7.0,2.0,6.0,9.0,6.0,1.0,4.0,6.0,2.0,2.0,2.0,0.0
194,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,9.0,6.0,9.0,2.0,5.0,3.0,3.0,0.0,4.0,0.0,10.0,0.0,6.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,8.0,12.0,3.0,8.0,1.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,10.0,7.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,6.0,7.0,3.0,1.0,2.0,0.0,3.0,2.0,5.0,7.0,2.0,3.0,5.0,2.0,10.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,6.0,5.0,5.0,15.0,3.0,9.0,0.0,2.0,3.0,2.0,11.0,1.0,0.0
197,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
198,9.0,7.0,16.0,13.0,6.0,14.0,2.0,5.0,15.0,7.0,30.0,4.0,9.0,15.0,8.0,1.0,7.0,7.0,9.0,3.0,24.0,22.0,7.0,12.0,1.0,20.0,45.0,7.0,7.0,17.0,6.0,11.0,7.0,17.0,37.0,19.0,8.0,2.0,1.0,6.0,3.0,10.0,7.0,13.0,14.0,7.0,3.0,2.0,12.0,5.0,5.0,9.0,25.0,13.0,0.0,4.0,10.0,16.0,17.0,6.0,6.0,9.0,18.0,16.0,4.0,4.0,27.0,6.0,3.0,11.0,10.0,1.0,7.0,3.0,8.0,15.0,3.0,7.0,18.0,5.0,5.0,3.0,7.0,16.0,19.0,10.0,12.0,24.0,6.0,28.0,3.0,5.0,7.0,10.0,22.0,4.0,0.0
199,16.0,19.0,27.0,86.0,24.0,71.0,16.0,17.0,25.0,22.0,131.0,31.0,24.0,15.0,15.0,37.0,45.0,35.0,36.0,17.0,37.0,31.0,29.0,23.0,16.0,43.0,213.0,37.0,19.0,18.0,17.0,12.0,17.0,39.0,34.0,41.0,13.0,23.0,14.0,8.0,10.0,29.0,26.0,55.0,28.0,20.0,17.0,16.0,36.0,15.0,16.0,18.0,32.0,29.0,11.0,5.0,14.0,32.0,58.0,20.0,12.0,39.0,23.0,70.0,6.0,5.0,26.0,38.0,7.0,21.0,36.0,8.0,22.0,11.0,26.0,57.0,33.0,9.0,49.0,2.0,44.0,15.0,17.0,85.0,62.0,21.0,11.0,44.0,73.0,31.0,16.0,24.0,15.0,13.0,29.0,11.0,0.0
