ihp_cluster,hsv_0,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_17,hsv_18,hsv_19,hsv_20,hsv_21,hsv_22,hsv_23,hsv_24,hsv_25,hsv_26,hsv_27,hsv_28,hsv_29,hsv_30,hsv_31,hsv_32,hsv_33,hsv_34,hsv_35,hsv_36,hsv_37,hsv_38,hsv_39,hsv_40,hsv_41,hsv_42,hsv_43,hsv_44,hsv_45,hsv_46,hsv_47,hsv_48,hsv_49,hsv_50,hsv_51,hsv_52,hsv_53,hsv_54,hsv_55,hsv_56,hsv_57,hsv_58,hsv_59,hsv_60,hsv_61,hsv_62,hsv_63,hsv_64,hsv_65,hsv_66,hsv_67,hsv_68,hsv_69,hsv_70,hsv_71,hsv_72,hsv_73,hsv_74,hsv_75,hsv_76,hsv_77,hsv_78,hsv_79,hsv_80,hsv_81,hsv_82,hsv_83,hsv_84,hsv_85,hsv_86,hsv_87,hsv_88,hsv_89,hsv_90,hsv_91,hsv_92,hsv_93,hsv_94,hsv_95,hsv_96
139,1.0,11.0,19.0,10.0,4.0,5.0,3.0,2.0,28.0,0.0,16.0,5.0,13.0,14.0,2.0,7.0,7.0,4.0,2.0,5.0,8.0,24.0,7.0,17.0,4.0,13.0,12.0,1.0,0.0,17.0,2.0,5.0,2.0,15.0,25.0,7.0,25.0,2.0,1.0,0.0,2.0,8.0,7.0,5.0,10.0,5.0,3.0,3.0,7.0,2.0,9.0,18.0,8.0,17.0,11.0,3.0,0.0,29.0,30.0,7.0,2.0,10.0,9.0,25.0,1.0,6.0,17.0,1.0,8.0,1.0,1.0,8.0,2.0,2.0,7.0,11.0,3.0,2.0,5.0,4.0,5.0,1.0,9.0,13.0,26.0,18.0,4.0,19.0,4.0,23.0,1.0,10.0,1.0,16.0,5.0,1.0,0.0
140,7.0,11.0,9.0,23.0,0.0,6.0,7.0,6.0,15.0,2.0,8.0,3.0,7.0,7.0,5.0,1.0,2.0,3.0,0.0,10.0,6.0,8.0,5.0,9.0,0.0,8.0,11.0,0.0,1.0,5.0,0.0,1.0,2.0,15.0,15.0,6.0,16.0,6.0,0.0,1.0,0.0,7.0,4.0,3.0,6.0,5.0,3.0,1.0,9.0,3.0,11.0,5.0,11.0,6.0,6.0,4.0,2.0,12.0,12.0,6.0,3.0,2.0,4.0,20.0,2.0,8.0,6.0,3.0,1.0,4.0,1.0,3.0,1.0,5.0,9.0,3.0,4.0,0.0,23.0,2.0,7.0,4.0,1.0,22.0,15.0,10.0,3.0,8.0,5.0,10.0,3.0,8.0,2.0,12.0,3.0,5.0,0.0
141,3.0,1.0,5.0,4.0,5.0,2.0,3.0,0.0,6.0,3.0,6.0,0.0,5.0,3.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,8.0,3.0,9.0,1.0,5.0,3.0,2.0,2.0,5.0,1.0,3.0,0.0,6.0,10.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,4.0,7.0,7.0,1.0,0.0,14.0,15.0,3.0,0.0,1.0,4.0,10.0,0.0,3.0,7.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,8.0,1.0,3.0,4.0,3.0,0.0,1.0,5.0,3.0,5.0,2.0,11.0,0.0,7.0,0.0,8.0,0.0,1.0,2.0,3.0,0.0
142,5.0,42.0,42.0,99.0,19.0,22.0,34.0,19.0,74.0,12.0,221.0,26.0,44.0,24.0,7.0,24.0,41.0,21.0,17.0,30.0,18.0,65.0,32.0,62.0,7.0,81.0,362.0,3.0,15.0,38.0,33.0,20.0,38.0,67.0,60.0,59.0,53.0,20.0,15.0,1.0,7.0,73.0,67.0,65.0,46.0,7.0,7.0,39.0,46.0,39.0,56.0,47.0,44.0,62.0,35.0,16.0,5.0,96.0,101.0,37.0,23.0,30.0,36.0,117.0,2.0,43.0,30.0,44.0,28.0,2.0,7.0,23.0,50.0,9.0,43.0,41.0,30.0,4.0,48.0,17.0,30.0,24.0,33.0,106.0,88.0,72.0,12.0,100.0,33.0,29.0,7.0,77.0,8.0,50.0,10.0,24.0,0.0
143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,5.0,19.0,12.0,78.0,8.0,21.0,8.0,3.0,43.0,10.0,158.0,31.0,15.0,13.0,2.0,37.0,58.0,10.0,26.0,11.0,6.0,22.0,13.0,40.0,2.0,24.0,87.0,6.0,10.0,19.0,35.0,6.0,50.0,51.0,23.0,20.0,22.0,25.0,3.0,1.0,2.0,22.0,19.0,66.0,27.0,4.0,3.0,42.0,20.0,16.0,25.0,15.0,14.0,16.0,16.0,7.0,3.0,46.0,43.0,13.0,38.0,38.0,9.0,73.0,2.0,5.0,15.0,12.0,9.0,6.0,12.0,7.0,26.0,5.0,16.0,31.0,38.0,1.0,19.0,9.0,11.0,11.0,19.0,87.0,39.0,25.0,4.0,34.0,15.0,25.0,9.0,28.0,0.0,16.0,6.0,6.0,0.0
146,2.0,4.0,7.0,6.0,1.0,3.0,9.0,0.0,6.0,0.0,4.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,1.0,4.0,6.0,10.0,12.0,13.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,4.0,1.0,7.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,6.0,6.0,4.0,7.0,2.0,2.0,2.0,5.0,20.0,5.0,0.0,1.0,9.0,8.0,1.0,3.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,0.0,15.0,1.0,13.0,0.0,6.0,1.0,3.0,4.0,0.0,0.0
147,47.0,48.0,97.0,90.0,30.0,50.0,48.0,12.0,83.0,6.0,132.0,29.0,41.0,74.0,33.0,26.0,54.0,19.0,35.0,61.0,71.0,105.0,62.0,94.0,23.0,100.0,61.0,6.0,4.0,64.0,57.0,24.0,41.0,89.0,118.0,50.0,60.0,18.0,5.0,8.0,24.0,29.0,44.0,91.0,58.0,40.0,39.0,44.0,51.0,41.0,66.0,58.0,110.0,86.0,55.0,31.0,16.0,114.0,147.0,47.0,39.0,44.0,53.0,115.0,9.0,38.0,71.0,19.0,39.0,5.0,30.0,45.0,38.0,28.0,45.0,40.0,35.0,7.0,50.0,22.0,10.0,38.0,38.0,99.0,113.0,94.0,14.0,137.0,36.0,105.0,16.0,60.0,14.0,56.0,42.0,40.0,0.0
148,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
149,2.0,1.0,4.0,3.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,9.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,4.0,11.0,3.0,1.0,0.0,6.0,7.0,6.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,5.0,0.0,5.0,1.0,8.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0
150,9.0,2.0,10.0,8.0,3.0,3.0,9.0,0.0,10.0,0.0,7.0,3.0,5.0,15.0,5.0,0.0,2.0,2.0,2.0,8.0,2.0,21.0,1.0,8.0,5.0,8.0,3.0,1.0,0.0,9.0,4.0,4.0,3.0,9.0,7.0,7.0,5.0,6.0,0.0,0.0,5.0,2.0,2.0,5.0,6.0,2.0,7.0,1.0,1.0,2.0,7.0,10.0,14.0,8.0,7.0,1.0,1.0,5.0,15.0,8.0,2.0,1.0,10.0,11.0,2.0,4.0,7.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0,7.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,8.0,11.0,3.0,20.0,3.0,14.0,1.0,0.0,0.0,7.0,4.0,8.0,0.0
151,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
152,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
153,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,4.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,5.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
154,4.0,5.0,14.0,10.0,6.0,0.0,12.0,0.0,16.0,1.0,5.0,0.0,11.0,26.0,9.0,0.0,4.0,3.0,0.0,11.0,9.0,24.0,8.0,44.0,4.0,15.0,4.0,0.0,1.0,7.0,0.0,5.0,0.0,12.0,26.0,4.0,11.0,6.0,0.0,0.0,6.0,1.0,3.0,2.0,8.0,4.0,4.0,0.0,9.0,0.0,7.0,16.0,22.0,27.0,10.0,14.0,0.0,16.0,43.0,23.0,0.0,0.0,5.0,17.0,2.0,10.0,10.0,3.0,9.0,0.0,0.0,5.0,1.0,1.0,6.0,2.0,0.0,4.0,6.0,11.0,0.0,8.0,0.0,5.0,18.0,24.0,0.0,37.0,3.0,41.0,2.0,5.0,4.0,15.0,6.0,11.0,0.0
155,3.0,38.0,39.0,49.0,10.0,9.0,9.0,6.0,48.0,5.0,81.0,22.0,20.0,9.0,4.0,7.0,17.0,8.0,11.0,14.0,4.0,30.0,14.0,29.0,5.0,34.0,121.0,3.0,5.0,24.0,31.0,3.0,26.0,42.0,15.0,22.0,26.0,13.0,9.0,0.0,3.0,27.0,23.0,32.0,17.0,3.0,5.0,31.0,18.0,11.0,24.0,29.0,7.0,21.0,23.0,3.0,1.0,53.0,33.0,17.0,24.0,23.0,14.0,53.0,2.0,12.0,14.0,16.0,13.0,4.0,10.0,20.0,10.0,3.0,21.0,15.0,18.0,2.0,18.0,6.0,13.0,7.0,49.0,50.0,28.0,33.0,3.0,33.0,13.0,22.0,5.0,21.0,4.0,14.0,3.0,7.0,0.0
156,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
158,10.0,17.0,22.0,54.0,12.0,11.0,14.0,0.0,25.0,3.0,53.0,13.0,20.0,23.0,5.0,14.0,34.0,9.0,18.0,12.0,9.0,29.0,12.0,36.0,5.0,23.0,14.0,6.0,11.0,27.0,13.0,13.0,21.0,40.0,32.0,21.0,18.0,25.0,2.0,1.0,7.0,9.0,5.0,34.0,19.0,6.0,5.0,7.0,4.0,9.0,23.0,16.0,11.0,23.0,22.0,7.0,5.0,52.0,41.0,21.0,14.0,8.0,17.0,37.0,4.0,17.0,21.0,1.0,16.0,6.0,13.0,7.0,9.0,6.0,12.0,9.0,28.0,3.0,9.0,10.0,5.0,7.0,8.0,24.0,23.0,20.0,8.0,43.0,7.0,40.0,4.0,20.0,10.0,12.0,9.0,11.0,0.0
159,29.0,36.0,46.0,59.0,20.0,12.0,29.0,5.0,66.0,6.0,82.0,21.0,43.0,46.0,19.0,10.0,20.0,14.0,7.0,46.0,38.0,103.0,21.0,88.0,13.0,58.0,56.0,1.0,9.0,57.0,7.0,24.0,13.0,78.0,88.0,22.0,45.0,23.0,5.0,5.0,19.0,21.0,17.0,29.0,42.0,14.0,11.0,12.0,44.0,21.0,50.0,31.0,52.0,77.0,38.0,17.0,7.0,89.0,103.0,37.0,8.0,10.0,27.0,103.0,7.0,24.0,46.0,11.0,22.0,4.0,6.0,11.0,15.0,8.0,23.0,27.0,44.0,2.0,32.0,13.0,7.0,20.0,5.0,55.0,98.0,58.0,9.0,72.0,27.0,67.0,8.0,41.0,7.0,41.0,17.0,22.0,0.0
160,1.0,6.0,6.0,4.0,2.0,0.0,4.0,1.0,3.0,1.0,8.0,3.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,7.0,2.0,8.0,1.0,3.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,7.0,3.0,6.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,7.0,5.0,8.0,8.0,6.0,2.0,1.0,10.0,5.0,7.0,0.0,0.0,2.0,9.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,9.0,10.0,14.0,1.0,6.0,2.0,5.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0
161,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
162,0.0,4.0,1.0,7.0,1.0,0.0,1.0,0.0,5.0,1.0,8.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,7.0,0.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,3.0,6.0,3.0,2.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,9.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0
163,7.0,1.0,3.0,3.0,0.0,1.0,10.0,0.0,7.0,0.0,5.0,1.0,6.0,10.0,3.0,0.0,0.0,3.0,0.0,18.0,5.0,14.0,6.0,9.0,5.0,6.0,0.0,0.0,3.0,9.0,0.0,4.0,0.0,4.0,11.0,2.0,7.0,5.0,1.0,3.0,5.0,0.0,3.0,0.0,5.0,2.0,7.0,0.0,4.0,0.0,6.0,7.0,9.0,17.0,2.0,4.0,0.0,5.0,11.0,6.0,0.0,0.0,3.0,6.0,5.0,6.0,4.0,0.0,7.0,1.0,1.0,0.0,2.0,4.0,1.0,2.0,1.0,5.0,0.0,3.0,0.0,6.0,0.0,2.0,5.0,5.0,1.0,14.0,0.0,14.0,1.0,3.0,0.0,9.0,5.0,5.0,0.0
164,3.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,5.0,4.0,1.0,5.0,2.0,3.0,4.0,0.0,0.0,2.0,0.0,1.0,3.0,10.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,7.0,9.0,1.0,0.0,3.0,1.0,9.0,0.0,6.0,6.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,9.0,0.0,2.0,1.0,2.0,1.0,2.0,6.0,5.0,7.0,0.0,7.0,2.0,4.0,3.0,4.0,0.0,3.0,1.0,0.0,0.0
165,1.0,2.0,4.0,7.0,1.0,0.0,8.0,1.0,10.0,0.0,6.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,8.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,10.0,1.0,1.0,0.0,3.0,13.0,2.0,7.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,6.0,6.0,4.0,9.0,3.0,1.0,2.0,9.0,13.0,4.0,2.0,0.0,5.0,10.0,0.0,2.0,6.0,0.0,5.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,4.0,6.0,1.0,7.0,1.0,12.0,2.0,9.0,2.0,8.0,1.0,3.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
167,5.0,14.0,11.0,23.0,2.0,3.0,6.0,2.0,17.0,2.0,50.0,7.0,10.0,8.0,1.0,11.0,14.0,7.0,1.0,2.0,4.0,21.0,10.0,20.0,0.0,8.0,38.0,1.0,5.0,9.0,4.0,2.0,3.0,12.0,23.0,10.0,17.0,11.0,2.0,0.0,2.0,5.0,8.0,15.0,2.0,2.0,4.0,6.0,8.0,7.0,12.0,10.0,14.0,18.0,5.0,3.0,0.0,15.0,23.0,7.0,11.0,26.0,3.0,28.0,5.0,4.0,10.0,10.0,4.0,1.0,2.0,8.0,5.0,0.0,9.0,10.0,8.0,1.0,8.0,7.0,7.0,3.0,10.0,26.0,12.0,14.0,2.0,25.0,3.0,17.0,2.0,15.0,0.0,6.0,1.0,4.0,0.0
168,1.0,7.0,3.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,5.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,9.0,3.0,2.0,1.0,1.0,1.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,4.0,1.0,4.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0
169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
170,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
172,29.0,31.0,50.0,63.0,12.0,13.0,34.0,3.0,74.0,1.0,68.0,9.0,24.0,55.0,13.0,10.0,27.0,13.0,8.0,32.0,40.0,109.0,25.0,76.0,10.0,43.0,30.0,2.0,8.0,46.0,15.0,12.0,10.0,53.0,84.0,25.0,40.0,18.0,6.0,1.0,13.0,18.0,20.0,14.0,25.0,21.0,8.0,19.0,19.0,8.0,33.0,51.0,43.0,71.0,44.0,23.0,6.0,68.0,89.0,29.0,14.0,12.0,29.0,74.0,5.0,19.0,45.0,7.0,19.0,4.0,5.0,18.0,13.0,15.0,20.0,14.0,21.0,8.0,23.0,18.0,6.0,15.0,10.0,49.0,73.0,64.0,8.0,82.0,20.0,76.0,10.0,36.0,2.0,52.0,12.0,22.0,0.0
